Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IBRD only,IBD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1155.616318,1218.778574,1290.625322,1331.471237,1336.492212,1390.632496,1469.364342,1464.139519,1481.113205,1594.066522,1656.123171,1629.195341,1681.144939,1729.684265,1811.572905,1839.082353,1849.760498,1979.519916,1996.429842,2034.23927,2120.700967,2243.1164,2336.989997,2460.653478,2424.18205,2463.130819,2487.96606,2554.294058,2636.413877,2742.313308,2766.00116,2579.714964,2645.549837,2620.571881,2673.637144,2777.345539,2877.179522,2911.387201,2959.106012,2860.929354,3010.805668,2994.70364,3026.625373,3156.858263,3167.933628,3232.732575,3281.214353,3501.124325,3434.270527,3516.356028,3689.761092,3697.575594,3845.478835,3889.848011,3932.85586,4005.211067,4153.239883,
IDA & IBRD total,IBT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1128.355031,1179.539454,1243.207499,1277.323549,1275.228944,1314.890245,1391.936339,1394.934537,1403.305309,1496.223977,1549.75899,1534.592683,1575.397507,1631.624989,1709.385076,1722.673068,1739.46531,1852.42132,1868.982542,1914.38424,2004.223374,2096.845969,2178.035526,2263.741714,2240.138749,2264.321929,2269.553581,2333.610883,2383.960004,2456.890776,2474.963595,2369.557433,2424.500457,2377.051385,2430.631523,2523.908228,2594.778553,2622.797269,2673.31557,2605.557069,2731.986942,2715.463007,2724.142731,2842.970571,2853.732455,2915.151958,2964.325228,3127.750899,3114.870313,3147.072844,3293.860559,3269.221831,3359.237298,3397.921018,3469.157381,3472.601032,3616.651782,
IDA total,IDA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1004.519756,1006.201177,1034.505107,1039.158344,1013.736411,970.5250258,1052.898662,1085.836602,1078.38657,1078.311365,1075.135256,1096.159925,1102.589513,1188.913157,1238.528919,1196.610147,1234.419384,1263.017307,1270.183831,1368.870561,1457.085524,1430.872644,1446.602121,1382.55331,1457.409179,1461.993708,1400.143916,1473.271699,1448.864213,1414.894736,1419.478889,1430.558117,1514.733632,1421.801678,1511.282585,1561.736431,1528.262932,1585.212316,1659.535394,1688.245146,1719.500645,1742.405436,1739.634531,1780.332467,1842.38678,1910.43718,1944.190263,1956.136955,2077.090313,2050.3336,2048.147868,2015.021826,1968.033536,2023.770348,2086.017142,2016.13773,2064.708895,
IDA blend,IDB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,819.6420425,841.3076041,838.6973567,818.482481,801.8200529,757.5611265,850.5675557,910.9795236,883.1358736,957.8331052,972.5657037,1031.686753,970.0912242,1169.68854,1209.725763,1138.187888,1260.594094,1221.213118,1291.897734,1325.724788,1600.054405,1559.302802,1504.118792,1353.491757,1472.595651,1509.312592,1366.045572,1500.184474,1489.216648,1424.857199,1385.670987,1460.632256,1524.186083,1432.909888,1541.938187,1559.749561,1568.580891,1641.056166,1660.299709,1685.302385,1710.00518,1716.195212,1774.450278,1863.803271,1914.086159,1934.900546,1948.712894,2006.093512,2093.713888,2034.081567,2056.450581,2057.784147,2062.506637,2165.684663,2104.099347,2103.870097,2131.622678,
Indonesia,IDN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1541.7,1553.5,1501.9,1512.8,1559.8,1514.3,1549.3,1808.5,1944.1,2000.8,2081.7,2152.4,2127.2,2280.3,2307.3,2472.6,2424.5,2493,2622.4,2865.7,3022.1,3332.1,3320.3,3379.4,3513.3,3476.2,3604.7,3568.3,3778.6,3800.2,3862.1,3817.1,3916.3,3865.5,3842.8,3944.9,4011.4,3816.9,3895.7,4026.4,4044.9,4169.5,4248.1,4274.5,4311.3,4365.8,4464.8,4694.3,4812.7,4877.6,4886.3,5082,5085.4,5095.5,5306.6,5251.7,5166.3,
IDA only,IDX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1097.214867,1087.951067,1130.278969,1150.088596,1126.05743,1074.410989,1152.565234,1177.019559,1193.332299,1142.950821,1129.621713,1126.456717,1175.856108,1198.620001,1251.614563,1224.66281,1223.044741,1280.692862,1260.974481,1387.735667,1401.284251,1379.024706,1422.172683,1395.796946,1450.360435,1437.459009,1418.122886,1459.869,1428.504817,1409.737471,1438.015076,1413.996538,1509.68416,1415.849931,1495.033413,1562.765565,1506.970355,1556.539511,1659.152644,1689.738927,1723.90221,1754.63516,1723.979464,1740.914451,1809.696536,1898.955205,1942.075192,1934.184477,2070.546499,2056.674902,2044.878595,1999.903104,1935.52527,1974.001859,2079.055018,1981.456784,2038.406023,
Isle of Man,IMN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,947.3,929.7,965.8,993.6,854.4,864.2,993.7,1036.6,1053.7,1134.8,1136.1,1107.8,1152.8,1074.5,1260.8,1198.7,1331.1,1370.2,1222.3,1350,1398.8,1346.4,1564.4,1563.8,1592.2,1585.4,1583.7,1775.8,1916.4,1891.2,1926.3,2024.8,2084.9,2115.5,2111.7,2181,2228.6,2248.4,2313.7,2294.2,2423.1,2187.3,2399.4,2350,2411.6,2446.5,2583.3,2637.9,2580.8,2676.4,2860.7,2963.5,2969.9,2960.4,2856.7,3021.1,3160.8,
Not classified,INX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3141.5,3330.8,3125.6,2929.2,3111.2,3270,3563.8,4002.5,3920.2,3633.8,4090.2,3846.7,3690,4140.7,4070.2,3581.5,4920.8,4558.6,4778.7,4650.5,4771.1,5279.3,5035.9,6179.4,5238.2,5363,6286.3,6411,5996.3,6577.4,6521,6741.2,5728.1,5988.3,6578.7,7322,6297.1,6236.6,6985.7,7795.7,7580.9,6567.1,7100.7,8077.9,6904.7,7465.2,7188.8,7644.9,6887.1,7456.3,8441.5,6741.2,7802.1,8471.6,9008.6,8223.1,8785,
"Iran, Islamic Rep.",IRN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,849.9,883.6,857.4,850.2,882.1,883.6,879.8,875.1,884.2,884.7,821.9,917.9,924.8,908,1052.9,1220.4,1143.4,1200.6,1234.9,1066.9,1020.9,1196.8,1092.8,1201.3,1223.3,1357,1302.7,1287.1,1140.3,1445.3,1611.5,1706.6,1773.4,1817.4,1909.1,1849.2,1857.3,2160.8,2049.7,1835.1,1932.6,2272.9,2383.4,2417.1,2301.2,2391.8,2454.3,1720.9,1997.2,2173.5,1713.7,1745.4,1847.1,2051.5,2230.9,2653.4,2317.1,
Iraq,IRQ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,905.8,951.4,787.8,747.8,808.9,780.2,830,1196.1,1142.8,1012.2,1078,1443.1,941.7,893,679.4,974.3,962.3,772.7,767.6,825.9,902.2,876.9,734.9,1015.9,985.1,821.2,891.7,1052.2,920.9,1061,799.6,755,706.1,792.5,801.2,899.7,799.9,864.8,590,363.2,692.7,1306.4,1209.8,1191.6,948.1,1329.2,1264.8,1403.5,1774.5,1697.1,1798.5,2318.9,2214.8,2048.1,2693.5,3086.3,2750.6,
Iceland,ISL,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1108,1160.1,1056.5,2044.4,1852.8,1052.7,2060.8,1481.3,1348.4,1186.3,1791.6,2642.5,2278,2353.8,2179.7,1790.8,1911.2,1530,1249.7,2316.6,1954.7,1669.5,3261.2,1638.9,2240.5,2460,3566.7,2846.6,2776.5,3486,2644.1,3266.9,3014.9,1885.6,3133.7,2797,1969.2,2470.1,1668.4,2443.3,2454.8,2689.5,3306.5,3066.7,2951.9,2398.5,2752.1,2438.8,3174.1,3037.6,3669.3,4299.5,4177.1,4529.6,4529.4,4976.5,3567.9,
Italy,ITA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,2181.5,2225.3,2115.2,2243,2399.3,2399.8,2628.8,2527.1,2676.1,2754.7,2963.1,2926.8,2983,3157,3302,3206,3198.7,3437.5,3435,3521.1,3686.7,3585,3526.6,3927.2,3739.3,3855.4,3920.1,3807,3702.7,3944.9,4366.3,4707.4,4850.9,4675.3,4667.4,4948.3,4747.6,5078.2,5047.4,4993.9,4821.4,4959.2,4307.2,5444.4,5361.4,5316.1,5174,5353,5086.9,5322.5,5677.2,5315.1,5264.6,5709,5384.6,5602.3,5171.4,
Jamaica,JAM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,868.3,1042.2,1105.7,1227.3,1244.8,1065.8,1221.2,932.9,1236.4,1368,1282.8,1106.2,1158,1552.6,1871.1,1844.4,2156.8,1699.7,1560.1,1785.2,1655.2,1569,1907.9,2041.5,1856.8,1359,1355.8,1603.1,1295.7,1115.7,1285.1,1493.5,1572.8,1405.8,1362.3,1374.5,1159.8,1149.6,1220.5,1146.8,1209.1,1179.8,1230.3,1185.4,1255.9,1228.9,1222.2,1294.2,1315.7,1266.9,1356.4,1282.8,1200.3,1138.7,1143.1,1090.1,1162.5,
Jordan,JOR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,550.7,381.7,353.5,1010.7,1024.6,446.3,758.8,395.9,910.4,226.5,657.3,864.2,425.2,915.4,363.7,422.9,432.6,369.1,151.3,932.7,477.8,478.6,829.2,538.1,615.2,617.7,918.6,1010.6,914.5,1220,985.5,1294.6,1441.8,1376.9,1283.8,1469.6,1021.8,1182.8,3011,1728.3,1373.6,1294.2,1417.9,1310.7,1524.5,966.7,1049.4,1145.1,1244.1,1962.6,1904.1,1556.3,1660.2,1455.5,1518.8,1872.4,1600.8,
Japan,JPN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,4173.5,4339.6,4224,4318.4,4398.2,4509.3,5136.6,5227.3,5072.2,5125.4,4917,5507.2,5748.1,5630,5933.3,5276.2,5931.6,5897,5705.6,4843.2,5206.9,5308.4,5300.5,5957.7,5847.2,5898.9,5683.5,5469.2,5673.7,5846.3,5415.6,5876.7,4429.4,6448.7,6003.2,6154.5,6061.5,5809.5,5998.9,6256.6,6107,6085.5,5451,5942.3,6154,5852.4,6062.1,6262.4,5919.5,5853.6,6012.3,6134.3,6105.4,6080.6,6091.3,6083,6049.2,
Kazakhstan,KAZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.4,988.5,839.3,580.7,722.5,876.1,561.1,1303.8,942.5,1216.6,1145.7,1077.5,884.3,998.2,1170.9,1326.9,1011.3,1253.1,804.1,1688.6,865,1164.9,1172.7,1278.1,1347.7,1355,
Kenya,KEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1244.7,1206.7,1249.7,1199.6,1143,1139.9,1235.3,1286.7,1303,1278.2,1270.2,1286.5,1306.3,1352.2,1396.8,1582.8,1550.8,1409.5,1282.7,1241.7,1561.6,1962.7,1675.9,1343.1,1633.8,1886.2,1568.5,1745.6,1723,1561.8,1712.4,1661.1,1461.2,1918.2,1753.1,1402.6,1397.2,1590,1427.7,1375,1639.6,1488.3,1594,1805.7,1646.1,1646.4,1773.1,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1583.4,1772.7,1383.3,1473.8,
Kyrgyz Republic,KGZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.6,2471.6,1813.2,1630.8,2158.2,2373,2493.5,2483.6,2669.3,2866.9,2665.4,2774.2,2876.5,2677.9,2550.6,2512.9,2380.2,3034.2,2610.5,2603.1,2367.1,2904,2276.3,2999,3104.4,3093.8,
Cambodia,KHM,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1126.5,917.8,1194.7,1183.7,1063.9,1106.1,1219.9,1397.2,1280.7,1589.8,1445.5,1378.9,1285.1,1146.3,1199,1113.7,1016.9,1014.1,716.1,1179.8,1123.4,1193.3,1253.5,1281.1,1239.3,1371.7,1314.2,1355.2,1427.2,1362.1,1390.6,1315.9,1301.2,1481.1,1778.9,1800.9,1761.4,1777,1933.5,2133.6,2092.6,1922,2160.6,2024.8,2508.7,2533.1,2677.3,2804.8,2938.6,3015.7,3021.5,3177.8,3253.8,3315.3,3372,3477.6,3568.8,
Kiribati,KIR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,3197.2,2794.1,2928,3248.8,3036.7,3537,3265.4,3190.6,3764.8,3720,3871.7,3885,4056.9,4077.1,4407.1,4859.6,5239.7,5667.6,5727.9,4055.9,5173.4,5416.6,5529.1,5715.7,5798.5,5876.2,5585,6142,6086,5853,5639,5937.6,5322.1,5872.1,5765.3,6403.1,6602.9,6030.7,6314.1,6379.5,6465.6,6017.1,5786.9,6427,6302.3,6299.9,6035.3,6630,6745.3,6202.2,6292.7,6135.8,6479.2,6618.4,6815.3,6793.1,6672.1,
Kuwait,KWT,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,1500,1666.7,2000,2000,2000,2666.7,2250,2000,2133.3,2076.9,2977.3,3125,3188.4,3059.3,3060.6,3046.9,3019.5,5260.6,5672.1,5552.8,5274.7,3577.4,3652.7,2930.3,5939.1,4602.3,9148.1,6738.8,6496.2,6118.4,4922.3,4470,5611.2,5844,7329.6,10253.4,6188.9,6423.2,8717.7,10498.9,9235.8,7977.4,10805.8,14171.5,13782.5,17975.1,21865.5,6542.5,5220.5,5656.2,
Latin America & Caribbean (excluding high income),LAC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1224.345095,1255.197938,1229.945748,1258.331226,1353.348959,1294.582623,1359.124254,1355.935591,1363.53481,1451.080489,1387.766977,1383.189214,1467.169255,1533.722008,1528.504225,1553.024388,1576.931506,1501.210623,1559.749831,1778.303166,1859.927529,1816.395051,1850.315437,1926.864401,2041.028587,1877.212312,2011.491284,1969.400214,2064.55981,2020.198606,2033.379349,2271.21715,2375.96516,2322.791427,2451.083643,2425.718792,2504.34963,2507.389866,2635.326284,2627.671716,2907.071358,2795.07624,3119.965907,3022.158406,2905.997474,3105.17678,3316.344676,3497.354403,3309.75693,3605.08482,3535.458503,3893.633683,3981.777543,3981.535308,4200.336447,3833.17549,4413.868969,
Lao PDR,LAO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,884.1,877.1,877,812.5,819.5,820.8,855.2,1188.1,1357.6,1365.7,1229.9,1240.6,1338.7,1327.9,1343.8,1248.6,1242.3,1241.7,1252.4,1422.3,1530.2,1466.8,1563.9,1982,2069.2,2221.2,2192.9,1873.7,2311.1,2268,2186.6,2611,2242.8,2555.2,2492.7,2523.3,2719.1,2687.6,2899.8,3017.7,3094.4,3244.5,3116.7,3261.4,3577.2,3634.4,3837.3,4015.5,4170.1,3831.5,4043.3,4081.7,4195.6,4507.8,4608.2,4626.7,4497.7,
Lebanon,LBN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1067.5,1163.1,1161.9,956,829.8,1067.2,1072.4,746.6,801,932.8,871.5,1222.1,1073.6,1416.5,1253,967,1123.1,1023.5,913.5,1168.9,1261.5,1252.9,1128.4,1192.5,1338.9,1501.5,1824.6,1838.9,1960.8,1878.3,2024.9,2099.9,2154.6,2067.9,2568.9,2449.7,1639.1,1943.3,1738.3,2414.9,2911.7,2467.5,2372,2727.6,2703.1,2684.8,2189.7,2687.7,2618.9,2624.9,2763.2,2889.3,2981.4,3386.2,3162.9,3032.1,3050.7,
Liberia,LBR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,575,571.4,523,509.8,525.3,1060.2,1059.7,1085.7,1108.8,1233.8,1234.6,1235.3,1236.3,1233.8,1199,1225,1242.7,1257.7,1238.8,1233.5,1281,1352.4,1230.3,1286.7,1252.5,1235.5,1262.3,1276.6,1166.1,1028.6,909.1,916.7,1083.3,1111.1,1124,1249.3,1245.6,1293.4,1277.2,1278,1115.4,916.7,833.3,916.7,1290,1261.5,1448.8,1553.4,1183.5,1178.6,1169.5,1259.3,1250.1,1254.9,1262.8,1272.5,1283.6,
Libya,LBY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,214.7,221,255.3,235,341.9,319.9,292.4,242.3,326,219.6,229.8,581.1,627.1,398,472.4,463,286.8,435.4,351.7,386.9,550.2,769.6,756.9,579.9,595,672.1,620.8,659.9,665.7,674.5,701,702.1,696.5,676.2,679.1,678,836.9,705.7,652.1,637.7,619.4,632.3,620,620,622.8,622.6,623,621.7,634.1,669.9,664.5,679.3,663.8,676.6,683.2,718.6,766.7,
St. Lucia,LCA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1250,1250,1250,1500,1250,1500,1500,961.5,892.9,840,714.3,750,632.7,700,700,700,700,700,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1271.929215,1334.179341,1308.559826,1387.825506,1361.999006,1366.019521,1429.096239,1347.176977,1412.763124,1533.127238,1494.774261,1445.289301,1611.352559,1662.05103,1627.230314,1632.070087,1695.087276,1713.53771,1729.044311,1800.225393,1997.183102,1988.824497,1984.850801,2097.183378,2140.780144,2036.93864,2098.616471,2094.074523,2111.223671,2091.414491,2142.047947,2423.950423,2524.512349,2432.736,2566.818284,2513.576113,2661.085613,2847.514918,2806.954136,2851.916319,3041.81646,2939.386819,3194.976392,3187.673929,3210.289547,3267.569437,3536.402237,3650.279859,3341.825972,3858.744598,3816.815755,3963.843593,4174.380657,4165.858536,4354.989535,4177.91819,4671.224431,
Least developed countries: UN classification,LDC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1131.01763,1095.269999,1151.178594,1174.328094,1140.021417,1083.460853,1165.708074,1196.988098,1213.103698,1193.513107,1154.208671,1124.477918,1229.224126,1210.077137,1288.405612,1249.973973,1264.473327,1310.412468,1302.620761,1394.636457,1407.212333,1415.967908,1462.640253,1444.846286,1481.99363,1450.02291,1451.816443,1446.090348,1509.979046,1453.496822,1466.658904,1411.98728,1485.494607,1394.36512,1477.921563,1535.966528,1500.339165,1540.872294,1672.434307,1698.778235,1708.018965,1725.675884,1687.773026,1711.15537,1786.334864,1868.712079,1929.059481,1954.036197,2047.503224,2048.544844,2026.495548,1991.756117,1911.297878,1970.065796,2063.31453,1953.246116,2000.846452,
Low income,LIC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,939.3381958,984.243422,967.9489578,999.164981,974.6536282,961.9891139,1016.247817,991.6034155,1053.362985,967.125759,1016.668184,1051.092324,1007.188186,1101.407039,1111.47246,1113.020478,1056.601031,1113.667266,1084.573837,1133.241476,1182.153251,1055.981015,1058.22707,1031.221445,1166.520076,1152.051567,1091.517468,1200.252428,1087.912038,1064.930283,1151.363633,1062.947289,1221.695026,1080.994416,1084.051611,1135.813786,1072.287941,1140.311431,1149.039384,1081.250151,1182.265021,1205.238467,1166.526025,1194.208537,1207.187348,1289.464888,1263.367095,1221.68975,1371.003457,1379.936296,1365.327396,1462.964216,1425.319977,1490.82839,1539.575569,1495.42786,1514.780236,
Liechtenstein,LIE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1765.4,1869.1,1848.4,1917,1681.6,1732.9,2038.5,2283.1,2426.8,2154.7,1939.2,1966.8,1843.5,1885.8,1752.8,1812.1,2022.8,2144.1,2337.7,2501.1,2547.9,2755.3,3065.6,2632.8,2960.6,2990.5,2997.4,2917.1,2880.8,2965,2925.8,2957.7,3024.2,2902,3052.6,3008.5,3143.2,3400.1,3192,3338.2,3424.9,3405.1,3282.6,3563.7,3467.2,3579.8,3727.9,3616.7,3790.6,3974.3,3520.8,3582.9,3833.5,3801.9,3444.2,3183.6,2146.8,
Lower middle income,LMC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1057.195285,1072.931621,1100.28533,1112.294134,1026.914048,1006.531936,1112.24885,1186.106976,1185.307274,1264.45061,1268.594703,1255.272432,1283.395236,1281.236809,1405.125619,1372.832688,1453.311267,1499.747273,1438.247984,1567.189846,1634.971481,1664.610306,1780.255727,1777.965288,1818.841429,1834.371045,1804.952926,1957.508429,2059.957627,2050.000306,2075.412293,2183.4763,2258.433047,2237.8598,2259.0346,2306.186022,2345.595968,2353.802768,2424.644407,2446.359118,2577.661789,2517.96641,2613.189473,2653.633082,2697.629929,2733.038124,2799.864308,2983.630002,2992.905171,2998.654209,3159.510573,3135.503293,3159.922659,3177.864236,3182.884134,3200.38667,3287.675118,
Low & middle income,LMY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1108.537923,1164.466736,1229.312823,1261.176715,1262.097127,1299.859525,1376.966241,1385.329632,1388.08348,1483.537313,1530.383945,1517.996977,1545.159672,1600.825544,1694.38796,1707.04111,1723.488428,1827.106592,1859.280141,1914.363205,1989.53403,2079.299881,2167.661553,2244.949289,2226.616563,2246.484064,2254.302501,2321.701777,2375.666816,2448.107284,2470.462113,2364.231251,2414.995727,2369.102954,2406.917142,2506.85836,2572.331679,2583.882917,2651.137113,2582.155572,2706.893607,2689.155715,2706.141577,2809.756184,2815.990986,2900.473601,2929.061156,3099.266738,3098.983233,3106.558997,3257.829176,3241.061899,3320.184482,3355.129118,3433.750793,3423.142007,3560.837409,
Lesotho,LSO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,836.2,814.7,813.3,809.6,756.2,799.3,747,680.2,680.4,605.5,622.8,375.1,588,909.5,703.1,640.1,1507.7,1402.2,1139.5,959.8,830.9,664.4,679.8,648.9,720.6,679.4,601.8,831,919.4,1036.9,460.3,612.1,972.6,818.2,776.4,1183.6,1015.8,1353.3,943.3,718.8,995.5,736.3,609.1,595.4,686.8,522.5,435.6,390,421,909.1,663.1,653.5,764.4,637.1,658.3,467.7,986.8,
Late-demographic dividend,LTE,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1300.703971,1405.366973,1519.641333,1589.996865,1700.298938,1771.042966,1824.39245,1839.64075,1813.03647,1967.923655,2036.450996,2000.96419,2116.580958,2206.664483,2227.777099,2292.956638,2215.3661,2418.082233,2545.380038,2541.51583,2624.610884,2877.514066,3054.277798,3230.551839,3150.092165,3186.900118,3215.021042,3240.666186,3324.69399,3502.46753,3503.78564,2860.952345,2905.496056,2884.779973,2998.58041,3164.527925,3258.735208,3343.747679,3414.550145,3179.545892,3391.404248,3399.871869,3407.913966,3581.610109,3551.765123,3659.374074,3687.759225,3899.498634,3857.200807,3967.761617,4127.645451,4103.594627,4285.903209,4351.136787,4418.113423,4430.542087,4614.132377,
Lithuania,LTU,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.2,2102,1753.4,1852.8,2417.2,2529.4,2448.4,2020.8,2707.5,2505,2765.9,3037,3254.9,2940.2,1929.4,3007.1,3348.2,3449.6,2763.5,3029.9,4015.3,3687.8,3975.2,4564.6,3859.8,4230.2,
Luxembourg,LUX,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.8,5142.3,5748,5678,6396.6,5634.8,5596.8,5202.9,6106.4,6202.1,5593.3,5193.2,5522.7,5967.4,5935.5,6027.1,4999.6,5339.5,
Latvia,LVA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.2,1774.4,1842.7,1687,2153.3,2144.2,2057.7,1885,2199,2091.5,2478.3,2176,2426.2,2802.9,2264,2941.6,3104.4,3075.3,2775.5,2738,3767.5,3373.8,3486.5,4513.1,3828.4,4250.2,
"Macao SAR, China",MAC,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,407.6,1068.9,891.3,864.1,881.3,468.5,728.1,1348.1,880.9,942,1142.6,1120.8,686.4,1051.9,887.8,1187.3,581.9,999.3,928,1019.5,485.2,1146.8,760,837.5,1108.5,1509.7,853.7,1495.4,1342.9,1120,1575.9,587.7,560.4,1584.9,446.5,1687.2,833.9,1122.7,743.5,366.8,894.6,1068.7,1432.9,1512.1,783.9,1652.1,516.4,1002.9,1919.4,1547.5,1614.4,1016.6,1828.3,1454.3,2140.7,936.2,1757.7,
Monaco,MCO,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.2,3832.4,2181.6,2989.5,2288.5,3432.6,2748.9,2443.9,2032.8,2487.1,2502.8,2353.5,2832,2793.4,2550.2,2110.9,3221.6,2372.7,2734,2865.9,2344.2,2851.8,3162.3,2370.9,3196.7,3638.6,
Madagascar,MDG,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1784.8,1761.6,1758.2,1806.4,1744.9,1585.5,1652.7,1686.2,1770.3,1857.8,1792.4,1797.6,1741.8,1809.5,1759,1847.4,1695.8,1621.2,1687.5,1681.8,1621.7,1593.7,1729.7,1742.6,1749.3,1782.2,1884.6,1823.3,1955.7,1945.3,1927.5,1934.2,1924.4,1926.3,1968,2007.9,2000.8,1875.4,1962.3,1890.9,2020.7,1967.4,2201.7,2353.2,2514.5,2565.3,2620.1,2811.3,3183.4,3271.6,3296.2,3348.9,3460.1,3627,3761.1,3906.2,3778.7,
Maldives,MDV,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,888.3,875,897.3,912.5,923.9,916.1,905.8,852.9,783,892.2,760.9,781.3,952.8,986.8,889.9,829.5,798.1,823.5,800,850,766.9,740.3,714.3,1000,1000,1000,1250,1000,1375,1000,1000,1000,1000,999.9,1000,1000,1217,1226.8,1350.5,1476.6,1622.4,1671.4,1502.4,1970.1,1764.7,1928.6,1958.8,2078.8,2141.7,2247.1,2372.2,2494.2,2527.8,2405.1,2230.2,2556.1,2568.6,
